,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
1672,GPU 0,0.764,,91,22,,,0.0,19500043.0,
1676,GPU 0,0.759,,91,22,,,0.0,19497167.0,
1680,GPU 0,0.759,0.427,93,22,0.198,0.0,0.0,19497167.0,173903077.0
1684,GPU 0,0.764,0.428,93,24,0.172,0.0,0.0,20380446.0,120492362.0
1690,GPU 0,0.76,0.428,93,24,0.172,0.0,0.0,22468802.0,120492362.0
1694,GPU 0,0.76,0.429,93,24,0.2,0.0,,,159181784.0
1698,GPU 0,0.746,,93,24,,,0.0,19054499.0,
1702,GPU 0,0.746,0.407,93,24,0.168,0.0,,,121844818.0
1706,GPU 0,0.791,,92,22,,,0.0,24784536.0,
1710,GPU 0,0.791,0.451,92,22,0.177,0.0,,,123776890.0
1714,GPU 0,0.738,0.42,92,22,0.194,0.0,0.0,19456713.0,167175704.0
1718,GPU 0,0.738,,92,23,,,,,
1722,GPU 0,0.77,0.416,92,23,0.172,0.0,0.0,19867879.0,122627031.0
1726,GPU 0,0.77,,92,23,,,,,
1730,GPU 0,0.77,0.428,92,23,0.171,0.0,,,117576048.0
1734,GPU 0,0.751,,92,23,,,0.0,18251464.0,
1738,GPU 0,0.751,0.423,92,23,0.193,0.0,,,155281800.0
1742,GPU 0,0.751,,92,23,,,0.0,,
1748,GPU 0,0.766,0.415,92,22,0.17,0.0,,16089339.0,117386828.0
1752,GPU 0,0.766,,92,22,,,0.0,,
1756,GPU 0,0.742,0.414,92,22,0.17,0.0,,16787109.0,117816686.0
1760,GPU 0,0.742,,92,22,,,0.0,,
1764,GPU 0,0.766,0.446,92,23,0.2,0.0,0.0,22081079.0,172776131.0
1768,GPU 0,0.757,0.412,93,23,0.167,0.0,,16156019.0,117351119.0
1772,GPU 0,0.728,,93,23,,,0.0,16602848.0,
1776,GPU 0,0.728,0.4,93,23,0.166,0.0,,,118082039.0
1780,GPU 0,0.728,,91,23,,,0.0,18027907.0,
1784,GPU 0,0.755,0.44,91,23,0.199,0.0,,,148700305.0
1788,GPU 0,0.755,,91,23,,,0.0,15842678.0,
1792,GPU 0,0.757,0.42,91,23,0.166,0.0,,,113980858.0
