,#Entity,SMACT,SMOCC,GPUTL,MCUTL,DRAMA,NVLTX,NVLRX,PCITX,PCIRX
205,GPU 1,0.75,,90,21,,,0.0,,110631897.0
209,GPU 1,0.771,0.437,90,21,0.169,0.0,,19037307.0,
213,GPU 1,0.771,,90,21,,,8464789627.0,,108227451.0
217,GPU 1,0.731,0.413,91,23,0.195,8464810457.0,,15575629.0,
221,GPU 1,0.731,,91,23,,,0.0,,110987112.0
225,GPU 1,0.772,,91,23,,,,15801007.0,
229,GPU 1,0.772,0.425,91,23,0.166,0.0,0.0,,106337396.0
233,GPU 1,0.753,,92,24,,,,14818060.0,
239,GPU 1,0.753,0.422,92,24,0.197,8455600786.0,8455611190.0,,107641734.0
243,GPU 1,0.739,,92,24,,,,15012518.0,
247,GPU 1,0.739,0.418,92,24,0.168,0.0,0.0,,111884162.0
251,GPU 1,0.779,,92,22,,,,15350119.0,
255,GPU 1,0.779,0.42,92,22,0.151,0.0,0.0,,99891252.0
259,GPU 1,0.746,,92,22,,,,18100308.0,
263,GPU 1,0.746,,92,23,,,8451468502.0,,115445272.0
267,GPU 1,0.746,,92,23,,,,,
271,GPU 1,0.761,,92,23,0.164,0.0,0.0,22767572.0,116008674.0
275,GPU 1,0.761,0.411,92,23,,,,,
279,GPU 1,0.747,,90,23,,,0.0,15037137.0,107326923.0
283,GPU 1,0.747,,90,23,,,,,105755354.0
287,GPU 1,0.747,0.424,90,23,0.195,8440815356.0,,,105755354.0
291,GPU 1,0.774,,90,23,,,0.0,17757212.0,
297,GPU 1,0.753,0.423,93,22,0.167,0.0,0.0,15608611.0,112153553.0
301,GPU 1,0.753,0.412,93,22,0.167,0.0,,,110029533.0
305,GPU 1,0.754,,93,22,,,8462920003.0,17399607.0,
309,GPU 1,0.754,0.433,93,22,0.198,8462930416.0,,,110062146.0
313,GPU 1,0.772,,93,24,,,0.0,17801366.0,
317,GPU 1,0.772,0.424,93,24,0.166,0.0,0.0,,110828028.0
321,GPU 1,0.759,,93,24,,,,14654870.0,
325,GPU 1,0.759,0.414,92,24,0.168,0.0,0.0,,110434362.0
329,GPU 1,0.76,,92,24,,,,15311031.0,
333,GPU 1,0.76,0.439,92,24,0.201,8450966999.0,,,108736921.0
337,GPU 1,0.766,,92,24,,,,14723949.0,
341,GPU 1,0.766,,92,22,,,0.0,,
345,GPU 1,0.756,0.409,92,22,0.166,0.0,0.0,17256705.0,113358072.0
349,GPU 1,0.756,,92,22,,,,,
355,GPU 1,0.758,0.438,93,22,0.2,8448602264.0,8448591869.0,16101961.0,109257366.0
359,GPU 1,0.758,,93,24,,,,,
363,GPU 1,0.775,0.428,93,24,0.169,0.0,0.0,15059895.0,108651964.0
367,GPU 1,0.775,,93,24,,,,,
371,GPU 1,0.757,0.41,92,24,0.167,0.0,,15696920.0,111829500.0
375,GPU 1,0.757,,92,24,,,8464390939.0,,
379,GPU 1,0.747,0.429,92,24,0.198,8464390939.0,,15392613.0,107144255.0
383,GPU 1,0.747,,92,24,,,0.0,,
387,GPU 1,0.778,0.432,90,24,0.169,0.0,,15115591.0,
391,GPU 1,0.778,,90,21,,,0.0,,109132036.0
395,GPU 1,0.749,0.404,90,21,0.165,0.0,,15037797.0,109132036.0
399,GPU 1,0.749,,90,21,,,8454749682.0,,
403,GPU 1,0.729,0.419,93,24,0.196,8454739280.0,,15073413.0,107115903.0
407,GPU 1,0.729,,93,24,,,0.0,17418567.0,
413,GPU 1,0.782,0.438,93,24,0.17,0.0,,,109948533.0
417,GPU 1,0.783,,93,24,,,,21600263.0,
421,GPU 1,0.683,0.421,90,23,0.172,0.0,0.0,15733353.0,119840071.0
425,GPU 1,0.683,0.391,90,23,0.185,8412701684.0,8412696509.0,,102334077.0
429,GPU 1,0.782,,90,23,,,,15725728.0,
433,GPU 1,0.782,0.442,93,22,0.169,0.0,0.0,,107023331.0
437,GPU 1,0.781,,93,22,,,,16696201.0,
441,GPU 1,0.781,0.42,93,22,0.171,0.0,0.0,,115407553.0
445,GPU 1,0.731,,93,22,,,,15452897.0,
449,GPU 1,0.731,0.415,92,24,0.197,8457469859.0,8457485468.0,,108643757.0
453,GPU 1,0.787,,92,24,,,,15057919.0,
457,GPU 1,0.787,0.444,92,24,0.17,0.0,0.0,,107257759.0
